date,city,l1_category,l2_category,est_qty_sold
2025-03-16,Ambala,Munchies,Bhujia & Mixtures,0
2025-03-13,Jaipur,Munchies,Bhujia & Mixtures,67
2025-03-05,Bengaluru,Munchies,Papad & Fryums,680
2025-03-25,Bahadurgarh,Munchies,Bhujia & Mixtures,0
2025-03-19,Dharwad,Munchies,Bhujia & Mixtures,0
2025-03-10,Vijayawada,Munchies,Bhujia & Mixtures,20
2025-03-24,Visakhapatnam,Munchies,Bhujia & Mixtures,21
2025-03-13,Aligarh,Munchies,Bhujia & Mixtures,0
2025-03-08,Belgaum,Munchies,Bhujia & Mixtures,0
2025-04-02,Meerut,Munchies,Bhujia & Mixtures,0
2025-03-11,Pune,Munchies,Papad & Fryums,32
2025-03-23,Amravati,Munchies,Bhujia & Mixtures,0
2025-03-03,Yamunanagar,Munchies,Bhujia & Mixtures,0
2025-03-05,Kozhikode,Munchies,Bhujia & Mixtures,0
2025-03-13,Chandigarh,Munchies,Bhujia & Mixtures,12
2025-03-20,Chennai,Munchies,Papad & Fryums,4
2025-03-31,Pune,Munchies,Bhujia & Mixtures,109
2025-03-29,Navsari,Munchies,Bhujia & Mixtures,0
2025-03-26,Guntur,Munchies,Papad & Fryums,0
2025-03-26,Kolkata,Munchies,Bhujia & Mixtures,84
2025-03-13,Mangaluru,Munchies,Papad & Fryums,0
2025-03-22,Belgaum,Munchies,Papad & Fryums,0
2025-03-03,Amravati,Munchies,Bhujia & Mixtures,0
2025-03-25,Kozhikode,Munchies,Bhujia & Mixtures,51
2025-03-01,Chennai,Munchies,Papad & Fryums,43
2025-03-28,Amritsar,Munchies,Bhujia & Mixtures,15
2025-03-08,Kochi,Munchies,Papad & Fryums,8
2025-03-30,Mohali,Munchies,Bhujia & Mixtures,3
2025-03-25,Bengaluru,Munchies,Papad & Fryums,65
2025-03-17,Visakhapatnam,Munchies,Papad & Fryums,0
2025-03-28,Ghaziabad,Munchies,Bhujia & Mixtures,21
2025-04-01,Lucknow,Munchies,Bhujia & Mixtures,9
2025-03-20,Ghaziabad,Munchies,Bhujia & Mixtures,62
2025-03-18,Vijayawada,Munchies,Bhujia & Mixtures,16
2025-03-24,Noida,Munchies,Bhujia & Mixtures,122
2025-03-26,Surat,Munchies,Bhujia & Mixtures,5
2025-03-11,Yamunanagar,Munchies,Bhujia & Mixtures,0
2025-03-28,Chennai,Munchies,Papad & Fryums,21
2025-03-26,Manipal,Munchies,Bhujia & Mixtures,0
2025-03-31,Kochi,Munchies,Papad & Fryums,0
2025-03-19,Vellore,Munchies,Bhujia & Mixtures,6
2025-03-26,Nellore,Munchies,Bhujia & Mixtures,0
2025-04-01,Chandigarh,Munchies,Bhujia & Mixtures,3
2025-03-18,Kolkata,Munchies,Bhujia & Mixtures,111
2025-03-25,Mysore,Munchies,Papad & Fryums,0
2025-03-19,Vijayawada,Munchies,Bhujia & Mixtures,30
2025-03-11,Vijayawada,Munchies,Bhujia & Mixtures,32
2025-03-05,Lucknow,Munchies,Bhujia & Mixtures,23
2025-03-12,Jaipur,Munchies,Bhujia & Mixtures,40
2025-03-06,Bengaluru,Munchies,Papad & Fryums,662
2025-03-23,Madurai,Munchies,Papad & Fryums,0
2025-03-16,Panchkula,Munchies,Bhujia & Mixtures,6
2025-03-12,Durgigudi,Munchies,Bhujia & Mixtures,0
2025-03-11,Kochi,Munchies,Bhujia & Mixtures,12
2025-03-01,Nashik,Munchies,Bhujia & Mixtures,1
2025-03-05,Lonavala,Munchies,Bhujia & Mixtures,0
2025-03-09,Guntur,Munchies,Bhujia & Mixtures,8
2025-04-02,Nellore,Munchies,Bhujia & Mixtures,0
2025-03-31,Saharanpur,Munchies,Bhujia & Mixtures,9
2025-03-26,Jalandhar,Munchies,Bhujia & Mixtures,27
2025-03-18,Sonipat,Munchies,Bhujia & Mixtures,32
2025-03-01,Barabanki,Munchies,Bhujia & Mixtures,0
2025-03-05,Nashik,Munchies,Papad & Fryums,0
2025-03-12,Chandigarh,Munchies,Bhujia & Mixtures,24
2025-03-21,Belgaum,Munchies,Papad & Fryums,0
2025-03-17,Kolkata,Munchies,Bhujia & Mixtures,59
2025-03-25,Zirakpur,Munchies,Bhujia & Mixtures,6
2025-03-21,Kozhikode,Munchies,Papad & Fryums,0
2025-03-08,Ahmedabad,Munchies,Bhujia & Mixtures,64
2025-03-20,Ahmedabad,Munchies,Bhujia & Mixtures,56
2025-03-12,Patiala,Munchies,Bhujia & Mixtures,0
2025-03-18,Mysore,Munchies,Bhujia & Mixtures,12
2025-03-31,Durgigudi,Munchies,Bhujia & Mixtures,2
2025-03-11,Karnal,Munchies,Bhujia & Mixtures,0
2025-03-08,Coimbatore,Munchies,Bhujia & Mixtures,0
2025-03-30,Navsari,Munchies,Bhujia & Mixtures,0
2025-03-04,Lucknow,Munchies,Bhujia & Mixtures,39
2025-03-18,Lonavala,Munchies,Papad & Fryums,0
2025-03-24,Kundli,Munchies,Bhujia & Mixtures,0
2025-03-28,Ahmedabad,Munchies,Bhujia & Mixtures,18
2025-03-24,Lucknow,Munchies,Bhujia & Mixtures,28
2025-03-26,Kozhikode,Munchies,Bhujia & Mixtures,0
2025-03-25,Nellore,Munchies,Bhujia & Mixtures,0
2025-03-25,Manipal,Munchies,Bhujia & Mixtures,0
2025-03-05,Zirakpur,Munchies,Bhujia & Mixtures,0
2025-03-16,Coimbatore,Munchies,Bhujia & Mixtures,6
2025-03-13,Nashik,Munchies,Papad & Fryums,0
2025-03-20,Erode,Munchies,Papad & Fryums,0
2025-03-16,Madurai,Munchies,Bhujia & Mixtures,0
2025-03-18,Jalandhar,Munchies,Bhujia & Mixtures,16
2025-03-05,Faridabad,Munchies,Bhujia & Mixtures,160
2025-03-05,Mangaluru,Munchies,Papad & Fryums,0
2025-03-23,Saharanpur,Munchies,Bhujia & Mixtures,0
2025-03-08,Thrissur,Munchies,Papad & Fryums,0
2025-03-26,Chennai,Munchies,Bhujia & Mixtures,74
2025-03-28,Mangaluru,Munchies,Papad & Fryums,0
2025-03-20,Mangaluru,Munchies,Papad & Fryums,0
2025-03-27,Surat,Munchies,Bhujia & Mixtures,6
2025-03-09,Ludhiana,Munchies,Bhujia & Mixtures,52
2025-03-03,Kolkata,Munchies,Bhujia & Mixtures,6
2025-03-24,Dera Bassi,Munchies,Bhujia & Mixtures,12
2025-03-11,Manipal,Munchies,Bhujia & Mixtures,0
2025-03-19,Manipal,Munchies,Bhujia & Mixtures,0
2025-03-04,Meerut,Munchies,Bhujia & Mixtures,16
2025-03-26,Meerut,Munchies,Bhujia & Mixtures,4
2025-03-12,Dharwad,Munchies,Papad & Fryums,0
2025-03-26,Yamunanagar,Munchies,Bhujia & Mixtures,6
2025-03-12,Hyderabad,Munchies,Papad & Fryums,74
2025-03-20,Manipal,Munchies,Papad & Fryums,0
2025-03-16,Thrissur,Munchies,Papad & Fryums,0
2025-03-22,Thrissur,Munchies,Papad & Fryums,0
2025-03-20,Kozhikode,Munchies,Papad & Fryums,0
2025-03-19,Lonavala,Munchies,Papad & Fryums,0
2025-03-26,Vellore,Munchies,Papad & Fryums,0
2025-04-01,Meerut,Munchies,Bhujia & Mixtures,0
2025-03-30,Panchkula,Munchies,Bhujia & Mixtures,0
2025-03-16,Muzaffarnagar,Munchies,Bhujia & Mixtures,0
2025-03-25,Erode,Munchies,Papad & Fryums,0
2025-03-12,Meerut,Munchies,Bhujia & Mixtures,16
2025-03-21,Udupi,Munchies,Bhujia & Mixtures,0
2025-03-18,Meerut,Munchies,Bhujia & Mixtures,12
2025-03-25,Kochi,Munchies,Bhujia & Mixtures,15
2025-03-10,Pune,Munchies,Bhujia & Mixtures,280
2025-03-16,Pune,Munchies,Bhujia & Mixtures,89
2025-03-06,Manipal,Munchies,Papad & Fryums,8
2025-03-30,Thrissur,Munchies,Papad & Fryums,0
2025-03-31,Pune,Munchies,Papad & Fryums,40
2025-03-27,Bharuch,Munchies,Bhujia & Mixtures,0
2025-03-01,Ghaziabad,Munchies,Bhujia & Mixtures,48
2025-03-10,Muzaffarnagar,Munchies,Bhujia & Mixtures,0
2025-03-09,Belgaum,Munchies,Bhujia & Mixtures,12
2025-03-12,Hyderabad,Munchies,Bhujia & Mixtures,499
2025-03-23,Alwar,Munchies,Bhujia & Mixtures,3
2025-03-23,Nashik,Munchies,Bhujia & Mixtures,0
2025-03-13,Erode,Munchies,Bhujia & Mixtures,8
2025-03-21,Chennai,Munchies,Papad & Fryums,3
2025-03-17,Kochi,Munchies,Papad & Fryums,12
2025-03-23,Kochi,Munchies,Papad & Fryums,6
2025-03-30,Pune,Munchies,Bhujia & Mixtures,151
2025-03-27,Jaipur,Munchies,Bhujia & Mixtures,27
2025-03-12,Yamunanagar,Munchies,Bhujia & Mixtures,8
2025-03-04,Yamunanagar,Munchies,Bhujia & Mixtures,0
2025-03-09,Kochi,Munchies,Papad & Fryums,16
2025-04-02,Bharuch,Munchies,Bhujia & Mixtures,0
2025-03-16,Kochi,Munchies,Papad & Fryums,6
2025-03-17,Pune,Munchies,Papad & Fryums,25
2025-04-01,Bengaluru,Munchies,Bhujia & Mixtures,403
2025-03-30,Muzaffarnagar,Munchies,Bhujia & Mixtures,0
2025-03-23,Belgaum,Munchies,Bhujia & Mixtures,0
2025-03-26,Hyderabad,Munchies,Bhujia & Mixtures,186
2025-03-24,Guntur,Munchies,Bhujia & Mixtures,0
2025-03-30,Guntur,Munchies,Bhujia & Mixtures,0
2025-03-26,Hyderabad,Munchies,Papad & Fryums,19
2025-03-28,Thrissur,Munchies,Bhujia & Mixtures,0
2025-03-20,Mangaluru,Munchies,Bhujia & Mixtures,16
2025-03-29,Chennai,Munchies,Papad & Fryums,16
2025-04-01,Vijayawada,Munchies,Papad & Fryums,3
2025-03-30,Kochi,Munchies,Papad & Fryums,6
2025-04-01,Hyderabad,Munchies,Papad & Fryums,6
2025-03-18,Yamunanagar,Munchies,Bhujia & Mixtures,0
2025-03-05,Manipal,Munchies,Papad & Fryums,0
2025-03-09,Amravati,Munchies,Bhujia & Mixtures,0
2025-03-27,Hyderabad,Munchies,Papad & Fryums,57
2025-03-19,Kozhikode,Munchies,Bhujia & Mixtures,0
2025-03-27,Aligarh,Munchies,Bhujia & Mixtures,0
2025-03-30,Belgaum,Munchies,Bhujia & Mixtures,0
2025-03-10,Lucknow,Munchies,Bhujia & Mixtures,48
2025-03-04,Lonavala,Munchies,Papad & Fryums,0
2025-03-22,Alwar,Munchies,Bhujia & Mixtures,8
2025-03-29,Mumbai,Munchies,Bhujia & Mixtures,232
2025-03-18,Lucknow,Munchies,Bhujia & Mixtures,120
2025-03-22,Kochi,Munchies,Papad & Fryums,12
2025-03-05,Vellore,Munchies,Bhujia & Mixtures,0
2025-03-19,Bengaluru,Munchies,Papad & Fryums,39
2025-03-07,Jaipur,Munchies,Bhujia & Mixtures,40
2025-03-28,Mangaluru,Munchies,Bhujia & Mixtures,0
2025-03-22,Barabanki,Munchies,Bhujia & Mixtures,0
2025-03-12,Mysore,Munchies,Papad & Fryums,8
2025-04-01,Kolkata,Munchies,Bhujia & Mixtures,41
2025-03-05,Tiruchirapalli,Munchies,Bhujia & Mixtures,0
2025-03-27,Belgaum,Munchies,Papad & Fryums,0
2025-03-30,Ambala,Munchies,Bhujia & Mixtures,0
2025-03-03,Coimbatore,Munchies,Bhujia & Mixtures,0
2025-03-25,Hyderabad,Munchies,Bhujia & Mixtures,227
2025-03-17,Hyderabad,Munchies,Bhujia & Mixtures,216
2025-03-05,Vijayawada,Munchies,Bhujia & Mixtures,12
2025-03-05,Kurukshetra,Munchies,Bhujia & Mixtures,0
2025-03-03,Belgaum,Munchies,Bhujia & Mixtures,0
2025-03-26,Jaipur,Munchies,Bhujia & Mixtures,63
2025-03-17,Madurai,Munchies,Papad & Fryums,9
2025-03-03,Visakhapatnam,Munchies,Papad & Fryums,0
2025-03-23,Kharar,Munchies,Bhujia & Mixtures,6
2025-03-12,Agra,Munchies,Bhujia & Mixtures,8
2025-03-16,Mohali,Munchies,Bhujia & Mixtures,1
2025-03-20,Nashik,Munchies,Papad & Fryums,0
2025-03-12,Guntur,Munchies,Papad & Fryums,0
2025-03-11,Bengaluru,Munchies,Papad & Fryums,85
2025-03-17,Yamunanagar,Munchies,Bhujia & Mixtures,0
2025-03-24,Vijayawada,Munchies,Bhujia & Mixtures,6
2025-03-24,Tiruchirapalli,Munchies,Bhujia & Mixtures,9
2025-03-27,Mangaluru,Munchies,Papad & Fryums,0
2025-03-27,Chennai,Munchies,Bhujia & Mixtures,136
2025-03-13,Vellore,Munchies,Bhujia & Mixtures,0
2025-03-20,Nellore,Munchies,Bhujia & Mixtures,4
2025-03-12,Kolkata,Munchies,Bhujia & Mixtures,128
2025-03-24,Mysore,Munchies,Bhujia & Mixtures,24
2025-04-01,Mysore,Munchies,Bhujia & Mixtures,0
2025-03-12,Manipal,Munchies,Bhujia & Mixtures,0
2025-03-22,Coimbatore,Munchies,Bhujia & Mixtures,0
2025-03-23,Guntur,Munchies,Bhujia & Mixtures,0
2025-03-07,Chennai,Munchies,Papad & Fryums,16
2025-03-19,Zirakpur,Munchies,Bhujia & Mixtures,18
2025-03-11,Zirakpur,Munchies,Bhujia & Mixtures,32
2025-03-10,Kundli,Munchies,Bhujia & Mixtures,0
2025-03-22,Ahmedabad,Munchies,Bhujia & Mixtures,120
2025-03-11,Lucknow,Munchies,Bhujia & Mixtures,72
2025-04-01,Jalandhar,Munchies,Bhujia & Mixtures,0
2025-03-06,Patiala,Munchies,Bhujia & Mixtures,0
2025-03-24,Mohali,Munchies,Bhujia & Mixtures,0
2025-03-27,Lonavala,Munchies,Bhujia & Mixtures,0
2025-03-31,Kolkata,Munchies,Bhujia & Mixtures,108
2025-03-10,Saharanpur,Munchies,Bhujia & Mixtures,0
2025-03-19,Mangaluru,Munchies,Papad & Fryums,0
2025-03-04,Kolkata,Munchies,Bhujia & Mixtures,76
2025-03-16,Kharar,Munchies,Bhujia & Mixtures,12
2025-03-26,Kozhikode,Munchies,Papad & Fryums,0
2025-03-20,Bengaluru,Munchies,Papad & Fryums,77
2025-03-23,Ludhiana,Munchies,Bhujia & Mixtures,33
2025-03-19,Nashik,Munchies,Papad & Fryums,3
2025-03-26,Erode,Munchies,Papad & Fryums,0
2025-03-22,Madurai,Munchies,Bhujia & Mixtures,0
2025-03-12,Vellore,Munchies,Bhujia & Mixtures,0
2025-03-19,Nellore,Munchies,Bhujia & Mixtures,0
2025-03-04,Vellore,Munchies,Bhujia & Mixtures,0
2025-03-11,Nellore,Munchies,Bhujia & Mixtures,12
2025-04-02,Surat,Munchies,Bhujia & Mixtures,0
2025-03-06,Ghaziabad,Munchies,Bhujia & Mixtures,220
2025-03-12,Bengaluru,Munchies,Papad & Fryums,68
2025-03-09,Madurai,Munchies,Papad & Fryums,0
2025-04-02,Erode,Munchies,Papad & Fryums,0
2025-03-24,Lonavala,Munchies,Papad & Fryums,0
2025-03-24,Gurgaon,Munchies,Bhujia & Mixtures,256
2025-03-20,Kozhikode,Munchies,Bhujia & Mixtures,0
2025-03-27,Vellore,Munchies,Papad & Fryums,0
2025-03-11,Kolkata,Munchies,Bhujia & Mixtures,86
2025-03-13,Agra,Munchies,Bhujia & Mixtures,9
2025-03-17,Saharanpur,Munchies,Bhujia & Mixtures,9
2025-03-06,Chennai,Munchies,Papad & Fryums,20
2025-03-17,Sonipat,Munchies,Bhujia & Mixtures,3
2025-03-09,Kundli,Munchies,Bhujia & Mixtures,4
2025-03-18,Mangaluru,Munchies,Bhujia & Mixtures,0
2025-03-26,Mangaluru,Munchies,Bhujia & Mixtures,6
2025-03-10,Belgaum,Munchies,Bhujia & Mixtures,8
2025-03-07,Saharanpur,Munchies,Bhujia & Mixtures,0
2025-03-01,Vellore,Munchies,Bhujia & Mixtures,0
2025-03-27,Kharar,Munchies,Bhujia & Mixtures,12
2025-03-31,Kundli,Munchies,Bhujia & Mixtures,0
2025-03-09,Guntur,Munchies,Papad & Fryums,0
2025-03-24,Kochi,Munchies,Papad & Fryums,0
2025-03-18,Alwar,Munchies,Bhujia & Mixtures,0
2025-03-23,Bengaluru,Munchies,Papad & Fryums,51
2025-03-09,Aligarh,Munchies,Bhujia & Mixtures,0
2025-03-29,Aligarh,Munchies,Bhujia & Mixtures,0
2025-03-24,Belgaum,Munchies,Bhujia & Mixtures,0
2025-03-07,Kharar,Munchies,Bhujia & Mixtures,0
2025-03-31,Vijayawada,Munchies,Papad & Fryums,2
2025-03-04,Zirakpur,Munchies,Bhujia & Mixtures,0
2025-03-04,Bhiwadi,Munchies,Bhujia & Mixtures,0
2025-03-05,Chennai,Munchies,Papad & Fryums,36
2025-03-29,Pune,Munchies,Bhujia & Mixtures,181
2025-03-31,Phagwara,Munchies,Bhujia & Mixtures,5
2025-03-07,Amravati,Munchies,Bhujia & Mixtures,0
2025-03-22,Tiruchirapalli,Munchies,Bhujia & Mixtures,0
2025-03-01,Chandigarh,Munchies,Bhujia & Mixtures,0
2025-03-07,Chandigarh,Munchies,Bhujia & Mixtures,44
2025-03-25,Belgaum,Munchies,Papad & Fryums,0
2025-03-22,Panchkula,Munchies,Bhujia & Mixtures,8
2025-03-10,Kochi,Munchies,Papad & Fryums,0
2025-04-02,Jaipur,Munchies,Bhujia & Mixtures,0
2025-04-01,Mangaluru,Munchies,Bhujia & Mixtures,0
2025-03-22,Ambala,Munchies,Bhujia & Mixtures,0
2025-03-28,Ambala,Munchies,Bhujia & Mixtures,0
2025-03-04,Alwar,Munchies,Bhujia & Mixtures,0
2025-03-09,Bengaluru,Munchies,Papad & Fryums,640
2025-03-23,Bahadurgarh,Munchies,Bhujia & Mixtures,6
2025-03-29,Bahadurgarh,Munchies,Bhujia & Mixtures,0
2025-03-10,Coimbatore,Munchies,Bhujia & Mixtures,0
2025-03-06,Gurgaon,Munchies,Bhujia & Mixtures,724
2025-03-18,Coimbatore,Munchies,Bhujia & Mixtures,48
2025-03-09,Kochi,Munchies,Bhujia & Mixtures,36
2025-03-18,Erode,Munchies,Papad & Fryums,0
2025-03-04,Manipal,Munchies,Papad & Fryums,0
2025-04-01,Vellore,Munchies,Papad & Fryums,0
2025-03-11,Belgaum,Munchies,Papad & Fryums,0
2025-03-08,Tiruchirapalli,Munchies,Bhujia & Mixtures,0
2025-03-24,Delhi,Munchies,Bhujia & Mixtures,363
2025-03-18,Vellore,Munchies,Papad & Fryums,0
2025-03-24,Vellore,Munchies,Papad & Fryums,15
2025-03-19,Belgaum,Munchies,Papad & Fryums,0
2025-03-24,Erode,Munchies,Papad & Fryums,0
2025-03-19,Madurai,Munchies,Papad & Fryums,0
2025-03-27,Kolkata,Munchies,Bhujia & Mixtures,83
2025-04-02,Kolkata,Munchies,Bhujia & Mixtures,0
2025-03-04,Coimbatore,Munchies,Bhujia & Mixtures,0
2025-04-01,Coimbatore,Munchies,Bhujia & Mixtures,3
2025-03-25,Madurai,Munchies,Papad & Fryums,0
2025-03-16,Durgigudi,Munchies,Bhujia & Mixtures,0
2025-03-04,Kozhikode,Munchies,Bhujia & Mixtures,0
2025-03-10,Kozhikode,Munchies,Bhujia & Mixtures,0
2025-03-01,Saharanpur,Munchies,Bhujia & Mixtures,0
2025-03-16,Visakhapatnam,Munchies,Papad & Fryums,3
2025-03-26,Dera Bassi,Munchies,Bhujia & Mixtures,0
2025-03-13,Kolkata,Munchies,Bhujia & Mixtures,183
2025-03-23,Nellore,Munchies,Bhujia & Mixtures,0
2025-03-04,Erode,Munchies,Papad & Fryums,0
2025-03-05,Belgaum,Munchies,Papad & Fryums,0
2025-03-06,Thrissur,Munchies,Papad & Fryums,0
2025-03-06,Barabanki,Munchies,Bhujia & Mixtures,0
2025-03-21,Saharanpur,Munchies,Bhujia & Mixtures,0
2025-03-01,Karnal,Munchies,Bhujia & Mixtures,2
2025-03-11,Madurai,Munchies,Papad & Fryums,0
2025-03-19,Kolkata,Munchies,Bhujia & Mixtures,21
2025-03-25,Vellore,Munchies,Papad & Fryums,0
2025-03-04,Belgaum,Munchies,Bhujia & Mixtures,12
2025-03-17,Nashik,Munchies,Papad & Fryums,0
2025-03-10,Erode,Munchies,Papad & Fryums,0
2025-03-24,Coimbatore,Munchies,Bhujia & Mixtures,0
2025-03-05,Madurai,Munchies,Papad & Fryums,0
2025-03-27,Manipal,Munchies,Bhujia & Mixtures,0
2025-03-18,Kozhikode,Munchies,Bhujia & Mixtures,0
2025-03-24,Kozhikode,Munchies,Bhujia & Mixtures,0
2025-03-08,Lucknow,Munchies,Bhujia & Mixtures,48
2025-03-10,Kochi,Munchies,Bhujia & Mixtures,36
2025-03-16,Vijayawada,Munchies,Papad & Fryums,18
2025-04-01,Mangaluru,Munchies,Papad & Fryums,0
2025-03-11,Mathura,Munchies,Bhujia & Mixtures,8
2025-03-23,Panchkula,Munchies,Bhujia & Mixtures,12
2025-03-21,Ludhiana,Munchies,Bhujia & Mixtures,3
2025-03-30,Yamunanagar,Munchies,Bhujia & Mixtures,0
2025-03-21,Mohali,Munchies,Bhujia & Mixtures,0
2025-03-29,Surat,Munchies,Bhujia & Mixtures,4
2025-03-24,Meerut,Munchies,Bhujia & Mixtures,9
2025-03-11,Durgigudi,Munchies,Bhujia & Mixtures,0
2025-03-30,Hyderabad,Munchies,Bhujia & Mixtures,175
2025-03-05,Bhiwadi,Munchies,Bhujia & Mixtures,12
2025-03-09,Coimbatore,Munchies,Bhujia & Mixtures,20
2025-03-21,Tiruchirapalli,Munchies,Papad & Fryums,0
2025-03-08,Guntur,Munchies,Bhujia & Mixtures,0
2025-03-25,Belgaum,Munchies,Bhujia & Mixtures,0
2025-03-22,Bathinda,Munchies,Bhujia & Mixtures,0
2025-03-17,Mysore,Munchies,Bhujia & Mixtures,0
2025-03-22,Saharanpur,Munchies,Bhujia & Mixtures,0
2025-03-07,Ahmedabad,Munchies,Bhujia & Mixtures,52
2025-03-17,Nashik,Munchies,Bhujia & Mixtures,9
2025-03-08,Amritsar,Munchies,Bhujia & Mixtures,12
2025-03-22,Lonavala,Munchies,Bhujia & Mixtures,0
2025-03-04,Mangaluru,Munchies,Papad & Fryums,0
2025-03-21,Surat,Munchies,Bhujia & Mixtures,0
2025-03-06,Hyderabad,Munchies,Papad & Fryums,128
2025-03-16,Meerut,Munchies,Bhujia & Mixtures,14
2025-03-28,Pune,Munchies,Papad & Fryums,9
2025-03-17,Lonavala,Munchies,Papad & Fryums,0
2025-03-07,Thrissur,Munchies,Papad & Fryums,0
2025-03-27,Guntur,Munchies,Bhujia & Mixtures,0
2025-03-17,Coimbatore,Munchies,Bhujia & Mixtures,0
2025-03-30,Durgigudi,Munchies,Bhujia & Mixtures,0
2025-03-09,Mysore,Munchies,Bhujia & Mixtures,40
2025-03-10,Jaipur,Munchies,Bhujia & Mixtures,32
2025-03-17,Meerut,Munchies,Bhujia & Mixtures,12
2025-03-27,Pune,Munchies,Papad & Fryums,30
2025-03-25,Meerut,Munchies,Bhujia & Mixtures,12
2025-03-20,Udupi,Munchies,Bhujia & Mixtures,0
2025-03-18,Mathura,Munchies,Bhujia & Mixtures,0
2025-03-22,Muzaffarnagar,Munchies,Bhujia & Mixtures,0
2025-03-06,Faridabad,Munchies,Bhujia & Mixtures,152
2025-03-20,Ludhiana,Munchies,Bhujia & Mixtures,4
2025-03-19,Chennai,Munchies,Papad & Fryums,12
2025-03-28,Dharwad,Munchies,Papad & Fryums,0
2025-03-17,Kochi,Munchies,Bhujia & Mixtures,27
2025-03-28,Surat,Munchies,Bhujia & Mixtures,12
2025-03-31,Mangaluru,Munchies,Papad & Fryums,0
2025-03-07,Dharwad,Munchies,Papad & Fryums,0
2025-03-10,Yamunanagar,Munchies,Bhujia & Mixtures,0
2025-03-12,Mangaluru,Munchies,Papad & Fryums,0
2025-03-25,Kochi,Munchies,Papad & Fryums,0
2025-04-02,Erode,Munchies,Bhujia & Mixtures,0
2025-03-17,Vijayawada,Munchies,Papad & Fryums,21
2025-04-01,Nashik,Munchies,Papad & Fryums,0
2025-03-29,Hyderabad,Munchies,Bhujia & Mixtures,331
2025-03-23,Noida,Munchies,Bhujia & Mixtures,191
2025-03-30,Saharanpur,Munchies,Bhujia & Mixtures,0
2025-03-19,Ghaziabad,Munchies,Bhujia & Mixtures,14
2025-03-19,Patiala,Munchies,Bhujia & Mixtures,0
2025-03-01,Udupi,Munchies,Bhujia & Mixtures,3
2025-03-30,Noida,Munchies,Bhujia & Mixtures,72
2025-04-01,Nellore,Munchies,Bhujia & Mixtures,0
2025-03-13,Mohali,Munchies,Bhujia & Mixtures,15
2025-03-23,Guntur,Munchies,Papad & Fryums,0
2025-03-11,Jaipur,Munchies,Bhujia & Mixtures,44
2025-04-01,Mumbai,Munchies,Bhujia & Mixtures,152
2025-03-08,Dharwad,Munchies,Papad & Fryums,0
2025-03-10,Hyderabad,Munchies,Bhujia & Mixtures,280
2025-03-13,Bhiwadi,Munchies,Bhujia & Mixtures,20
2025-04-01,Kochi,Munchies,Papad & Fryums,0
2025-03-28,Guntur,Munchies,Bhujia & Mixtures,0
2025-03-25,Erode,Munchies,Bhujia & Mixtures,0
2025-03-12,Nashik,Munchies,Papad & Fryums,0
2025-03-24,Madurai,Munchies,Papad & Fryums,0
2025-03-12,Ghaziabad,Munchies,Bhujia & Mixtures,111
2025-03-04,Nashik,Munchies,Papad & Fryums,0
2025-04-01,Madurai,Munchies,Papad & Fryums,0
2025-03-01,Yamunanagar,Munchies,Bhujia & Mixtures,0
2025-03-20,Belgaum,Munchies,Papad & Fryums,0
2025-03-12,Belgaum,Munchies,Papad & Fryums,0
2025-03-28,Chandigarh,Munchies,Bhujia & Mixtures,36
2025-03-03,Mangaluru,Munchies,Papad & Fryums,0
2025-03-28,Guntur,Munchies,Papad & Fryums,0
2025-03-12,Vijayawada,Munchies,Bhujia & Mixtures,16
2025-03-20,Vijayawada,Munchies,Bhujia & Mixtures,8
2025-03-11,Mangaluru,Munchies,Papad & Fryums,0
2025-03-19,Erode,Munchies,Papad & Fryums,0
2025-03-09,Kozhikode,Munchies,Bhujia & Mixtures,0
2025-03-18,Chennai,Munchies,Papad & Fryums,16
2025-03-01,Hyderabad,Munchies,Bhujia & Mixtures,189
2025-03-09,Visakhapatnam,Munchies,Bhujia & Mixtures,20
2025-03-17,Mumbai,Munchies,Bhujia & Mixtures,281
2025-03-07,Guntur,Munchies,Bhujia & Mixtures,0
2025-03-04,Ghaziabad,Munchies,Bhujia & Mixtures,216
2025-03-08,Lonavala,Munchies,Papad & Fryums,0
2025-03-01,Kozhikode,Munchies,Papad & Fryums,0
2025-03-03,Lucknow,Munchies,Bhujia & Mixtures,0
2025-03-22,Noida,Munchies,Bhujia & Mixtures,153
2025-03-27,Dera Bassi,Munchies,Bhujia & Mixtures,0
2025-04-01,Mumbai,Munchies,Papad & Fryums,21
2025-03-12,Chennai,Munchies,Papad & Fryums,36
2025-03-31,Visakhapatnam,Munchies,Bhujia & Mixtures,10
2025-03-10,Madurai,Munchies,Papad & Fryums,0
2025-03-22,Guntur,Munchies,Papad & Fryums,16
2025-03-25,Mangaluru,Munchies,Papad & Fryums,0
2025-03-26,Vijayawada,Munchies,Bhujia & Mixtures,21
2025-03-24,Nellore,Munchies,Bhujia & Mixtures,0
2025-03-17,Mangaluru,Munchies,Papad & Fryums,0
2025-03-05,Mangaluru,Munchies,Bhujia & Mixtures,16
2025-03-06,Belgaum,Munchies,Papad & Fryums,0
2025-03-28,Manipal,Munchies,Bhujia & Mixtures,0
2025-03-04,Madurai,Munchies,Papad & Fryums,0
2025-03-09,Hyderabad,Munchies,Bhujia & Mixtures,220
2025-03-23,Kozhikode,Munchies,Bhujia & Mixtures,0
2025-03-18,Nashik,Munchies,Papad & Fryums,0
